sample,H3N2F1,H3N3,H3N3F1,H3N4,H3N4F1,H3N5,H3N5F1,H3N5F3,H3N7,H4N2,H4N3,H4N3S1,H4N3F1,H4N3F1S1,H4N4,H4N4S1,H4N4F1,H4N4F1S1,H4N4F3S1,H4N5,H4N5S1,H4N5F1,H4N5F1S1,H4N6S1,H5N2,H5N3,H5N3S1,H5N3F1S1,H5N4,H5N4S1,H5N4S2,H5N4F1,H5N4F1S1,H5N4F1S2,H5N4F2,H5N4F2S1,H5N5,H5N5S1,H5N5S2,H5N5F1,H5N5F1S1,H5N5F1S2,H5N5F2,H6N2,H6N3,H6N3S1,H6N3F1S1,H6N4S1,H6N4S2,H6N4F1S1,H6N5,H6N5S1,H6N5S2,H6N5S3,H6N5F1,H6N5F1S1,H6N5F1S2,H6N5F1S3,H6N5F2S3,H6N6,H6N6F1S1,H6N6F1S2,H7N2,H7N6S1,H7N6S2,H7N6S3,H7N6S4,H7N6F1S2,H7N6F1S3,H7N6F1S4,H8N2,H9N2
S533,NA,4748.632969186322,5560.859440928449,4596.442857460046,96364.39282501828,10917.61270495078,20619.18387746684,NA,NA,1355.526229955552,6004.462960263198,36714.51684560258,5302.096927064069,10186.58384096343,22052.74225730598,31801.53436389329,261782.7837820301,36542.62942309917,NA,17398.37042450207,16385.59214388685,56896.74741714376,28877.53882202638,NA,37749.7443791052,5776.875620706417,18993.68155664136,10367.77664638985,46256.44661931073,455196.2382526677,2567501.654340734,170666.7561721207,347059.0577422125,358951.4545823824,6833.482551484655,13632.72349295787,16190.11031342495,84035.1690147707,17998.2073026801,37385.26076219473,147598.6417720701,122198.2206125771,6924.267532608886,58857.80629290848,5126.268569056678,20834.90974117915,6092.510556602867,30393.8715109657,21644.24558216803,NA,10325.43781965204,42984.80660843704,67984.32893019929,261907.2223085514,NA,24820.94362583962,55945.06942940075,245226.6520120563,13394.25951850496,NA,3232.106088467681,7872.037240232564,24535.70882418619,8562.872836707205,12038.3241980985,11461.06905041746,11919.65538524075,9564.684657608244,10420.9309942008,11801.29260217714,46540.13630993937,51370.93047101013
S535,NA,4519.654115063622,2516.103950963859,3023.413487035497,52214.74724842489,5072.759889603243,13944.39338805527,NA,NA,1011.192873671127,4937.588847599603,36578.49931208506,2664.99965872513,NA,14241.74423444787,29001.95815873199,93202.57728954215,16611.84326571029,NA,9396.944452657668,9859.259309078005,27973.0457828529,21370.8109627647,NA,22720.70843558232,3034.325850576659,16472.79717954574,6260.353251032974,28980.92991493263,467743.1746378794,2798623.488352029,59019.06795647587,153655.3046424177,225055.1647341699,NA,NA,11030.29740384003,62737.51790453068,14536.29884663019,18485.72489318615,75461.12480542118,68714.6723134005,NA,36765.18670804595,4204.016192308798,21294.16633210924,3659.313429575292,23425.85319921174,16238.46725952116,NA,NA,44166.78552806572,88230.79784271162,391629.5547815206,NA,15696.61827692051,33218.01308014568,226700.873125172,10192.21655942815,NA,2137.556224178863,4240.745236703095,14881.68045960772,7372.871869075391,12952.99992371353,14002.8458911031,17488.13073185522,5893.80270033312,7681.396075732844,11901.54035660714,27745.75798506187,44452.72343899875
S538,NA,6355.511448552016,7542.612180947905,5281.020605194023,91042.7505865725,7521.311915644075,23267.01538162867,NA,NA,1715.499892095885,7582.157966309608,45319.80727991086,7163.29952771802,10616.71247291317,23692.13710869367,29906.51458965916,262843.9267637411,31075.81849728472,NA,16827.46454802057,14057.58394226323,58662.99192721279,26171.04517113986,NA,28721.74098369537,6526.580054211275,21854.60937959,8078.071600100693,52371.69022787113,415887.8079506967,2602000.373571855,211494.757404926,308950.3369511669,322977.5555433173,NA,6196.222845796286,17043.82606667805,78649.70163040434,16363.45762021991,48983.55969426393,165658.2607398679,118634.2773244559,10243.9702162834,47266.7811537091,5903.777615613363,24870.31211314883,NA,31273.9438643332,20350.43957664581,NA,NA,27846.35951568291,43110.41982308264,204448.6495335092,NA,18858.63265428181,26959.78717265019,170505.1575575001,8074.289094591568,NA,2796.705438972959,5710.856845098558,21960.89484782357,NA,6120.722404318464,6908.554881753692,11611.40152787291,3999.398621936122,5725.16289124329,11317.39284500634,45838.78912275847,44742.6518781132
S541,NA,4507.340309448571,3777.083063329869,3339.367337170326,55312.86586371811,5637.351444457874,13525.08458915914,NA,NA,833.0734584519244,5470.355849834556,30887.83205229096,4189.929867807869,NA,26308.13631072512,25792.30230026387,161900.7987729334,22745.09650882071,NA,13998.46425810023,15022.99161392777,34193.71603699509,17551.85509113839,NA,13324.75747144696,3851.592949068013,14109.80900141413,12599.63703118229,69632.45394756996,387617.0617230289,2410421.043447243,124681.1406141769,211463.8319239915,280339.9058679282,5134.418267103897,NA,18477.04238774406,80344.11296781377,17485.98802965597,29131.70573620487,108394.1908786539,128728.5519987607,4446.242249864369,25204.84633229411,3876.506861617425,17247.42402438885,9861.959989876916,64399.59627108725,65751.9231911407,NA,16892.0104807562,55009.94770855708,98132.61249449798,344102.6053251493,NA,19574.5248787947,37918.60925292854,195373.43584685,9286.883503095456,NA,3407.583299462074,6222.59147430452,11632.05812239068,10815.60329133305,12479.55578216814,13444.4240794215,19148.32474636118,6019.868360271048,8166.109808374447,13219.16218438464,24651.39609739427,30488.87264046748
S543,NA,5144.089732343512,4523.123231901243,3502.934000207766,31248.09434056769,3667.002996088455,9092.493814278818,NA,NA,1559.550098206986,5367.155142705696,33596.00189906382,5019.481640489698,7194.311375758884,15931.93917795526,22193.89110557409,110025.1410174425,23429.21736668489,NA,8978.304002503213,9366.805907333826,30165.26120061743,16752.71039278699,NA,14848.00004145227,3460.440731829138,12782.30655617703,4688.224092994928,31979.83916244114,285497.7389529602,1782608.590144257,109141.987204732,200591.5277205545,201700.737072249,4393.222574400861,NA,10295.76947359436,60801.49365043943,18869.74014968287,26654.07868993558,105938.3658178334,100220.1903557421,NA,26902.46859286521,3203.227730085765,13608.30478302414,5977.53086217903,19628.65817309007,11667.99986776968,NA,NA,26054.6400382141,60326.13951754055,347818.3882876522,NA,15141.84934606494,15830.85598104844,53626.59091181506,1488.672228904946,NA,2362.098498272983,1965.335795090573,12958.5583928275,NA,8234.918427989944,11803.75144355191,20140.03579997808,2725.886422486135,2670.423792164173,4367.225525941564,24616.26840427427,25445.6097472093
S546,NA,5846.440731042623,3910.722362389192,3890.016484115274,47327.23578023387,6636.929425440988,10525.15215389082,NA,NA,1294.70284642672,5399.116033164109,41944.33776555809,4118.175992878834,13409.30500458317,12794.8316401986,27536.01746466318,96642.1686820986,20383.36341626412,NA,10365.12813077911,15791.04318489419,25578.38663935794,22862.42630664,NA,19992.83101074149,2617.784824488092,11129.14306206835,8138.644548928057,26995.42525120024,365255.3928709469,2586541.099736702,81284.60465297892,214211.6677284926,348481.8485882314,3130.673036979971,NA,10786.30312697277,77182.05701642732,26525.73808776696,22235.10933397268,97345.16605348163,109609.255868688,NA,34214.26229306166,2378.307447732852,12865.6733473521,5250.902683215995,24617.24081474028,19678.00832537003,NA,NA,45214.56828216936,121947.8310487626,725404.8566987067,NA,18144.25987238416,54775.77498452074,455847.918926908,26488.13968751658,NA,3629.490559227206,7081.715499508915,17358.33389740439,4968.88219276473,28250.0123407488,40329.33658047238,57351.13998954997,12329.22595827421,22916.856254673,42489.29449388554,35358.06618157627,35390.53936991729
S556,NA,3387.251684272911,4291.843194755384,6139.649754613311,114106.8939272277,8876.26732162425,24494.32902687983,NA,NA,812.0401750464689,4526.645440235488,29549.94611616316,4142.785757012565,5078.930884212433,26821.90818441276,31510.08501678224,271316.357310487,28364.9434278248,NA,18788.29563182269,18179.45543721627,61266.6257130296,NA,NA,21457.37751661366,3934.397858525815,18412.99301585832,9970.221096183286,47027.92790403572,375700.7543298029,2654693.428249491,152249.7125919319,214956.6020364575,252784.7021011673,4205.548687241998,7978.440025322582,18506.25255829207,88903.07250493993,16384.16538145264,33338.22637145277,116761.7881975308,132109.9406480513,6202.10230906266,34972.06780355334,4860.958037332098,22736.19502098071,2534.189468892445,21270.98345608217,18079.34788227358,NA,7995.184893708256,32047.13469590841,61445.32662467938,328169.590607136,NA,18432.69124566083,24446.71532102986,146006.7020076946,5057.949259195215,NA,3056.490159532655,3538.452942871336,16633.7273260931,NA,7775.430937242076,9866.338549863092,15239.57938211867,3786.78747299785,4765.074338293824,8512.981085421407,33993.7882984418,42787.29772877408
S563,NA,NA,4448.474217605279,4759.473141883478,134181.2571874507,8174.130074408406,23388.04595917882,NA,NA,862.9640040723949,4925.185906565483,21813.00741359155,4072.657807585696,7241.862642341716,30034.20648025749,25455.66672510864,259616.6595097051,25035.77794523257,NA,18732.43847630758,15186.47388347469,43107.73023308723,18172.45841174576,NA,22735.48880029458,5027.988680382625,10680.85794751877,7080.47348537581,54879.92268616306,371577.1556613805,1837543.987468643,139710.0961609521,208318.850255336,261337.003017526,5286.353345515501,10511.29405662128,17415.33226992783,72160.63229574107,12663.57863060659,32104.21942827385,136487.3229966458,119164.1339311436,5486.565586327708,39111.96850896766,4036.4438149716502,10534.8311945793,3920.131020416168,25973.33321806528,26795.88475475368,NA,NA,35354.7402943796,58117.01396588832,220497.2727094659,NA,17183.89976907971,21287.70015964968,101082.4473784239,4630.57060075449,NA,3108.51215029934,3200.471798880268,17149.9059210342,NA,7181.164722683378,10315.85976791274,16502.8681551884,3235.367540338459,4628.671973942071,8474.199197224083,34874.62763008376,25627.82870629425
S564,NA,3580.717139200397,5120.87860455111,9035.646794935474,122651.2880310271,10872.74103729456,32545.62358738402,NA,NA,953.6420918158168,5142.556416136255,20434.45135272692,4622.065796587089,6027.397801792484,45363.50787706169,25457.4562107939,314203.5839282247,39078.88967152439,NA,27541.92841177547,19555.82550056536,86943.73765820688,24585.67682325311,NA,28639.60388919346,5518.866894496527,17703.56767427898,7535.667712940164,70185.3887364258,356927.5968845951,1526350.998536933,193113.5200831552,285420.5693264738,256123.7705981967,6256.994388615752,9049.125843691514,24114.21935306361,88902.30184310941,20142.37393628694,52897.85620879883,150508.4896026538,161371.430838388,7229.770860993207,35147.80371490357,5141.586463867803,17821.53757549855,14006.06602713136,24928.97754016193,19988.54965620649,NA,8732.332504585856,28637.2173426809,47907.64758105507,135368.2576136133,NA,20744.95031303572,24360.01615626094,93885.12902254311,4861.080386810098,NA,3065.503160122581,4948.76215142572,16702.75611088885,4553.153789304623,6253.394050041696,6189.411785049991,7260.727752029823,3821.337970585876,4444.620424034792,6187.795017602097,33544.12665148451,27137.73754497914
S574,NA,4058.615837269655,3019.935934507629,1521.320352659866,20183.07066866701,2555.270525382309,7759.685120439559,NA,NA,551.4385370893448,5188.875904596577,29189.60565046597,4893.70070891908,12302.69738334145,11006.9983048032,20125.55546817293,63741.84328945509,16659.40671609484,NA,6559.441380173458,6845.179881271356,21949.20348421295,NA,NA,7351.613880930771,2265.911725531122,13788.51865497743,9094.221473252146,48187.37555176593,226838.3593046874,1576048.884421119,82306.35202195335,268124.0995860592,269376.9875345222,3049.832768758477,7166.05606039637,11009.27088577488,46739.92892392028,18509.36670485112,32582.52457515779,105852.4496188358,110288.9755071593,2869.025384146967,10398.86977072277,2169.054636419629,13506.13152263257,6346.520099277078,56829.64113690399,54145.42481650504,NA,10394.73475931864,47713.84630775377,83973.7459440465,294740.0310660466,NA,16867.03263759049,34332.79994818258,170663.208052773,6602.443993504229,NA,4318.273926945943,4979.488026331027,4065.080112176337,NA,12449.66716966901,13678.90945704713,19516.27487742228,4875.52076442672,7868.136614766023,13446.48084359811,10943.97501371324,11809.2637454653
S577,NA,4796.707314415454,3562.011819228492,4249.738790701689,58065.50619102721,6003.817959527847,18716.78449305983,NA,NA,920.0054735903516,5247.309579709463,31439.45998034111,3600.804249154867,NA,13980.71929066315,22303.29894342463,111630.2365141511,15335.73120894419,NA,11417.28650869755,12420.54177373886,33928.77089847337,18219.03055947824,NA,9834.95589129245,3152.381368186932,12362.60414307768,4554.361121332921,27997.4346196751,281139.7241580417,2155468.759990008,75554.67570605119,144933.1217604882,221427.4371220626,3952.190270223392,NA,10232.38817864847,51961.28279550813,17852.90677660761,25407.16663183931,102907.4680895423,119062.4638116183,7339.843282644913,20385.6934919007,3224.278233045655,15304.2871361024,NA,NA,9852.464921782906,NA,4842.878667921706,36791.81173481482,77893.75936828082,407945.0009212864,NA,20506.37076628242,34848.43462130847,185415.3114442041,8055.233489394786,NA,3998.76060541905,4134.029054959319,11241.02743818777,3058.263491603392,15838.18493374542,20269.17853877432,24971.45695791642,7511.521798958921,9256.65833501497,14188.01762000729,23445.21265126406,29205.45341782059
S581,NA,2827.63872612962,2649.616940786397,1758.185737096034,35122.92242924578,2512.663911605604,10677.21388395139,NA,NA,634.7441482809129,3673.830374725153,21383.33930718572,3140.883925426048,5482.152351307568,8953.791600553788,13275.32671603911,104682.8345053512,14756.95868700268,NA,4790.83866128751,4705.393942169934,23643.76566956052,NA,NA,11676.3858715129,3826.888007370069,7962.870329181043,3864.55279346499,22017.8811109411,255088.0113978766,2112182.966623511,118515.7189774048,189873.7914281091,255920.9338499281,2755.620229512951,NA,6128.474324942969,35770.26005276963,11396.9053470974,19862.63563928282,89530.40763026873,74641.37498532186,4836.643670042713,29329.3793793456,3156.235856196422,8393.083014605436,4113.746433803734,NA,10260.24000418691,NA,3910.408994810005,22094.02387052654,48668.16821543394,284664.2283197279,NA,15702.81259472809,30457.380189469,223606.7908475052,11426.56475790954,NA,NA,6434.88504969814,13501.93966313898,NA,10523.3262367606,12553.84077593984,16616.73331930009,6240.891038783579,9062.344193043613,14839.74272056735,30453.62416456354,38152.48845889243
S584,NA,2654.559356647409,2450.506731974219,2511.892924950826,44207.98766191316,3228.989620530706,9465.811234077168,NA,NA,526.1946979621121,2892.265983825068,18508.77329640785,2455.330351927199,3716.020376083868,9146.05927824656,12481.31230231182,104101.004374707,14848.87473089867,NA,6666.443790616152,7894.634309330793,21620.56479936815,11353.8558112007,NA,7233.289425242338,1977.34392610652,7993.163791136984,2978.910799767237,18561.53642338026,167934.004347969,1549640.054498287,68740.57072429464,113745.1151330168,172345.4408048696,2331.2267257628682,NA,5364.29922488972,29168.00338783206,12914.3604231305,16134.90274062308,65569.26969002029,75724.7282080424,4090.308510356977,13659.56899001588,2165.924197886523,9933.436760719807,3466.482909223978,NA,6502.350036511514,NA,2600.491710782145,18458.80611979906,35948.32897039333,179823.3037573196,NA,12203.78258847527,31372.50755764571,174359.8174171748,10416.76957784045,NA,2148.797377625922,2130.641149983742,7362.826399296143,1493.065738521944,7398.601626355701,7603.954057834716,7263.633284719102,6718.531611065192,8547.298683692838,10185.34377250119,16526.2561027751,20861.90729382508
S587,NA,3282.284632029111,2863.138930744001,2436.670407425044,40404.11022359924,4833.653775786298,13086.52638638689,NA,NA,530.6058763384981,3630.208077428098,19887.44722080949,3189.450276031471,5079.390155971464,8064.152424637357,14678.51203604366,107886.0421424936,14466.3732628518,NA,9955.057841035492,17341.42636271412,37232.40542771183,17080.90727214429,NA,9077.8351743721,2745.803812714647,7292.515715261648,3837.684560502283,19768.39038884075,178174.4787180368,1517868.994204384,69061.14699463386,112187.2248699532,173959.0224287168,NA,NA,7667.318972538207,54094.53932200842,13165.79375108199,26427.65013249744,126671.9977163995,142734.5283213109,NA,17344.326552245,2234.433166241228,8658.089838702865,NA,NA,8721.655154452708,NA,3648.66000740523,19450.34823830071,41722.71045329087,224434.0445809228,NA,13345.25997773087,18406.23587368624,90877.79221003337,5170.656853757467,NA,3027.078856583221,3343.022391294172,8358.477876435332,NA,7453.446214309859,11685.99446105351,18534.44706093517,3805.36830888395,4975.432084601977,8407.664190525406,17860.54136740484,17443.11418432755
S590,NA,3667.892305562002,3016.095195289342,2643.940401428315,30151.08092118017,3050.765152302421,7908.41594101306,NA,NA,837.3332420343495,4077.10233618653,26742.76890904245,3504.455646829348,7245.265144363846,13301.00337170972,17559.21206916605,105748.2391233061,18233.06375328103,NA,7425.855584312708,9150.956132659298,26886.58026705495,17005.05503096064,NA,11017.20068483074,4425.936717360503,8323.614662641177,3821.683891146762,27489.67066960004,333289.8412401282,2404959.363938731,104892.7438973252,230830.2708911159,301036.5525703656,2428.289988395513,NA,8758.23901632853,58158.46540942084,20530.76452473778,25874.66013958191,158753.5644374859,125573.412016121,4731.126769745222,32742.90385250956,3212.699268928598,9048.409062445586,3476.777920429108,NA,14572.42510700169,NA,4310.327631823076,43983.55394292626,102572.9538281926,610301.7976513312,NA,21377.16930695614,25334.8704223382,111676.7712768292,3847.874233912132,NA,2889.198097310041,2316.975706049579,18946.59593304646,4109.307983712841,24370.88359101119,35794.47530591927,51489.02066510575,5279.072234519039,6612.972175008056,10492.49477083492,42195.64413937636,51060.48150580571
S592,NA,4444.105683570809,3491.814222206406,1889.364038323037,23994.20592348949,2417.868314226895,7191.959105563128,NA,NA,853.7550099875087,5309.091315907848,39597.7350585425,4489.328643676397,7616.860091346078,13643.83694933007,32196.22812955671,129799.9697213664,19391.86028462007,NA,7353.431144855584,11036.76729686623,32586.45526904442,21979.40270498088,NA,16306.85207306558,4691.442884957898,19423.20329182285,6111.975898576543,43015.69130086462,496915.6516123154,3601732.436951042,180220.6232912324,336809.7891343827,420467.8997846787,4078.682894154198,NA,10801.5305028684,68728.29430334654,21119.01291690283,33502.33926376898,144356.547490242,149240.7584579038,NA,37280.17709378319,4775.380341884415,20681.8337771285,5650.351704255096,NA,16685.82707742372,NA,5590.500306651796,38496.3077525091,103719.3731469761,713297.6678031636,NA,27637.30270970137,43139.73437773832,294353.306202802,12529.17924541808,NA,3675.119584070783,5058.881415755941,19252.14674859,3894.983252619466,20645.47734167847,34762.17295934633,64843.36656744919,8831.977685066644,12422.67135042844,27790.12285754472,40185.76484944819,54920.08935716868
S593,NA,1403.412158679419,1681.761433718225,1017.656169616463,43361.9413453789,4476.974572078297,11097.45837522945,NA,NA,454.3581484412909,2089.408780002241,13389.98262323182,1916.21560653684,3912.172072021936,5037.848537439513,10412.33529785535,117507.3509590872,17488.55366418621,NA,6975.031280194839,9342.079979532222,31229.28550900416,15372.27806258114,NA,10750.31514047711,1866.687299726911,8441.41158308662,4082.617883197181,15241.33067352781,177320.9510517881,1778797.056533919,82673.79322674446,141551.6491107439,215083.3691525882,3081.761757165076,NA,7035.248256297407,42387.52470093412,8684.32361511216,21764.83417058014,81617.89070829655,90385.07527466628,3022.783826039324,20931.0563658349,2700.008569361663,9488.586897251713,2489.650844828444,NA,11120.36206469021,NA,1913.634051405945,18620.5809519724,35599.37052491001,247586.2612958536,NA,14042.73834499599,20671.18644489601,172100.4676321996,10009.71189516764,NA,1937.127527402065,4067.140904975027,9800.74047494438,1213.166610428545,7442.029193413306,11396.64983760293,19523.10660643644,5074.324892622229,7116.596010055428,14673.3539845108,22308.99076476779,40519.74159323557
S595,NA,4276.253021584088,3707.464997951329,1798.771420991869,34520.20195342479,4097.070747294965,7579.537412419431,NA,NA,836.6657666549784,4695.251951454584,27880.66107796213,4135.688816276901,NA,8567.097644769727,18417.6002096925,116719.6167001442,13889.55059309032,NA,7398.962910661857,8772.53741532162,23571.26147415167,14599.72040162924,NA,11187.45540869169,2924.513658377151,10454.76841500582,3303.40384577066,23103.63011364075,398309.5664648492,2093750.898190053,126727.5453290272,220988.9904287689,243151.2561219824,NA,NA,8337.937944345313,49976.99067456758,12086.77442607011,25420.95357709211,89300.80761524795,79644.08077953382,NA,28370.81645090871,2873.33906672922,8237.295731916283,3022.995191579997,11266.22605370326,8971.161526178748,NA,3761.249864716598,41109.10653242635,105610.5980787632,511172.0549916732,NA,16528.10148058783,23571.15855950767,110107.5025536403,3416.016437739327,NA,3059.15098128268,3602.290809282436,14493.47061077065,8520.138638183575,22466.69070167535,22247.71587994179,21596.36398662849,4552.712882011279,5004.309207936787,5632.154918298963,26626.32496797224,48228.41808339593
S616,NA,4826.97467171453,3000.750411240856,2631.363845372125,45752.57072344545,3510.333034945098,14224.20154190388,NA,NA,811.8780679149407,5363.89141701096,44015.89374162431,3613.851326088497,NA,13012.01227183881,36760.13951106225,129851.5012574788,28527.53072892978,3846.06576879101,8337.50453547672,10073.78458122964,40825.23397273621,NA,NA,17124.83758168182,3448.569842740792,17511.17987571973,5141.244640679982,32429.67330764897,577660.2714291166,3735021.935942956,120261.7236939222,258233.6661670702,314283.2574383798,NA,NA,10305.32952886348,62881.80794672954,18199.92046689033,31489.19691680035,146188.1844352207,136278.003301054,7152.639831684021,39156.67634448563,3818.042165729655,23633.84980736358,4627.845943377102,NA,14659.01444071007,NA,6722.420822340341,50075.97564887016,104867.129619505,498160.5520397471,NA,24017.26168824309,64946.53654759524,471059.4922594016,20924.42977461299,NA,3525.56380547134,6626.402892182758,16324.30245507698,3370.930802027759,16659.32795987155,19429.91836864726,25037.98697593278,11586.73899848155,15890.69686531203,26574.39228645884,34526.40360822912,51878.60259400493
S617,NA,4341.792053237995,4665.198164851169,2967.756430958559,64946.85594942413,3343.96319372944,9176.783441827583,NA,NA,742.3518237992715,4695.569128135157,28456.89755426221,3876.290272574469,NA,17332.61722661903,24337.39306029091,207284.7884435058,20651.84815980427,NA,9233.003815049022,10194.47139004296,28461.76823807093,NA,NA,9563.53821138804,2314.981114011943,9141.203773750272,3446.304251885237,34885.82018271467,354144.0542727796,2027547.187636304,150540.9685121636,213512.2267616373,243072.5190267372,4922.271760079247,NA,8964.477873620232,45327.90532804499,13984.42966948566,24544.24653287902,87236.51257409548,94816.91758829037,5724.558582484048,19537.67984997125,3100.459715739518,11535.66432689467,3047.594237337022,NA,12206.59559591468,NA,8100.378089661177,29609.47989684679,59276.97777368361,287553.7210921559,NA,19052.73677323228,29749.09319645236,165347.1157584781,7628.287784309289,NA,2495.664024481467,4066.306432038619,9862.932350390613,6451.284436532995,12136.11369175217,15347.27995904099,23825.84108203063,6433.927754280724,8345.44778332374,15066.48193304121,20557.62475576499,30785.71418005657
S618,NA,3878.248836746971,2113.233494528824,1976.003286490525,30669.29156371018,4069.01274341181,12340.43296697188,NA,NA,770.3769450977585,4454.395015291886,27308.54116085699,2622.045027278418,4728.124180926471,9594.260876107024,25300.01928309895,80185.3068643648,14621.31229885164,NA,8142.584251416241,9222.461183717667,30003.59365306181,NA,NA,17182.06933322265,4382.164573273963,12588.99484633857,4105.227726964173,23303.84701658343,390432.6937340711,2223508.915380609,68963.17675639057,155065.8220578743,174996.0108193884,NA,NA,8761.17761535273,46801.83045235686,12214.41942988773,26171.50383128075,114847.4214625152,85531.56233110346,NA,27360.89892686482,4107.008488945803,15587.50378973796,4475.494103472181,NA,9351.023228929873,NA,4875.986402151636,37928.50469530917,90039.49259145476,419779.6247941238,20634.90907089555,16672.37173540108,29851.05965810019,180606.4977355257,7959.727143550545,NA,2954.245196911094,3864.654844637091,15308.97578160348,7736.06527833112,18375.96510197267,19456.79910799254,22718.77270349342,6568.351454352121,8368.660403685819,12243.13975353189,37631.33950885989,41206.58109832163
S623,NA,2077.722903566115,1510.494984120921,2023.023837492366,29173.21834482369,3047.666116527583,7681.446256407061,NA,NA,482.7647226646497,2734.302399399284,16913.26421071661,1918.672685110003,3954.264307363818,9453.677250827035,15679.57908823103,89623.71255366261,15401.45300835664,NA,6261.672670429179,9734.69650850132,20088.86940460558,15425.7118183766,NA,12102.49754059984,3020.021365049859,11832.36114843057,5523.696008078139,21728.89786831049,259374.5332602397,1952914.667990968,66866.22707256298,145023.4655530659,182900.5122495749,2026.748500076322,NA,7554.396808626501,46149.01097444254,11110.34627853231,16647.33878709321,94423.82834969692,99375.1592644746,NA,26419.3781091857,3077.96584633939,14758.36752961298,2381.969131127868,NA,13069.46453645785,NA,3551.181594581449,30298.34035876254,58075.36379265387,350882.2292373742,NA,14981.9652055648,28072.28706223013,211226.7339264352,9019.576612930472,NA,3112.1660010885,6369.854529736786,13938.95532740046,2153.828323339961,15130.13543637751,18022.0504606464,25239.34709831718,7072.362809201939,10309.82099377581,16854.56733863512,30603.14422345222,39240.97635499608
S624,NA,3571.461112121455,2993.004359918632,3358.808700872626,52835.52502373767,5144.09644173672,12930.44310867044,NA,NA,673.0911545487184,3793.377417961163,24886.04006726882,3074.007296358577,5452.550845734086,13225.45966756904,16732.69778017387,121118.7455599865,15934.3520378313,NA,8182.196745933984,8258.558960872719,31228.84379610755,18763.81899240163,NA,12908.51832310975,2345.081825778132,9382.756346830372,4405.886656052735,25466.49535566011,246531.920105142,2025062.632947024,98179.04588618288,153329.9158088675,199378.299747456,2816.843363895748,NA,8041.479194098582,42468.78701303194,11347.695926467,22883.16922085404,79967.99582039396,61489.84162353701,3834.396459018473,19522.89003513392,2799.815362415287,11022.59599853276,4038.945341547335,NA,11992.24239341935,NA,4362.074556805575,27879.50066689833,55875.19412389955,338038.0131402995,NA,12823.60406456596,26334.457037122,201027.9708441541,9463.25579410839,NA,NA,5027.724609691478,10495.63528778142,2492.228009857549,16581.62067379466,23384.93619768738,35364.29474998274,7666.593708311777,13429.98190552968,25518.3856846361,21910.53235303016,20714.55638107481
